endpoint,host,server_name,status,target
https://americanmeadows.com/api/mcp,americanmeadows.com,storefront-renderer,200,https://americanmeadows.com/api/mcp
https://aeropress.com/api/mcp,aeropress.com,storefront-renderer,200,https://aeropress.com/api/mcp
https://100percentpure.com/api/mcp,100percentpure.com,storefront-renderer,200,https://100percentpure.com/api/mcp
https://abchome.com/api/mcp,abchome.com,storefront-renderer,200,https://abchome.com/api/mcp
https://2modern.com/api/mcp,2modern.com,storefront-renderer,200,https://2modern.com/api/mcp
https://alexandani.com/api/mcp,alexandani.com,storefront-renderer,200,https://alexandani.com/api/mcp
https://allbirds.com/api/mcp,allbirds.com,storefront-renderer,200,https://allbirds.com/api/mcp
https://allbeauty.com/api/mcp,allbeauty.com,storefront-renderer,200,https://allbeauty.com/api/mcp
https://80stees.com/api/mcp,80stees.com,storefront-renderer,200,https://80stees.com/api/mcp
https://3dtotal.com/api/mcp,3dtotal.com,storefront-renderer,200,https://3dtotal.com/api/mcp
https://alessi.com/api/mcp,alessi.com,storefront-renderer,200,https://alessi.com/api/mcp
https://altn.com/api/mcp,altn.com,storefront-renderer,200,https://altn.com/api/mcp
https://4ocean.com/api/mcp,4ocean.com,storefront-renderer,200,https://4ocean.com/api/mcp
https://aloyoga.com/api/mcp,aloyoga.com,storefront-renderer,200,https://aloyoga.com/api/mcp
https://anastasiabeverlyhills.com/api/mcp,anastasiabeverlyhills.com,storefront-renderer,200,https://anastasiabeverlyhills.com/api/mcp
https://aloha.com/api/mcp,aloha.com,storefront-renderer,200,https://aloha.com/api/mcp
https://americanstandard-us.com/api/mcp,americanstandard-us.com,storefront-renderer,200,https://americanstandard-us.com/api/mcp
https://amazfit.com/api/mcp,amazfit.com,storefront-renderer,200,https://amazfit.com/api/mcp
https://alpinestars.com/api/mcp,alpinestars.com,storefront-renderer,200,https://alpinestars.com/api/mcp
https://amiclubwear.com/api/mcp,amiclubwear.com,storefront-renderer,200,https://amiclubwear.com/api/mcp
https://anovaculinary.com/api/mcp,anovaculinary.com,storefront-renderer,200,https://anovaculinary.com/api/mcp
https://anta.com/api/mcp,anta.com,storefront-renderer,200,https://anta.com/api/mcp
https://anbernic.com/api/mcp,anbernic.com,storefront-renderer,200,https://anbernic.com/api/mcp
https://anseladams.com/api/mcp,anseladams.com,storefront-renderer,200,https://anseladams.com/api/mcp
https://antoniopacelli.com/api/mcp,antoniopacelli.com,storefront-renderer,200,https://antoniopacelli.com/api/mcp
https://ankerjapan.com/api/mcp,ankerjapan.com,storefront-renderer,200,https://ankerjapan.com/api/mcp
https://api.bollandbranch.com/api/mcp,api.bollandbranch.com,storefront-renderer,200,https://api.bollandbranch.com/api/mcp
https://arcadiapublishing.com/api/mcp,arcadiapublishing.com,storefront-renderer,200,https://arcadiapublishing.com/api/mcp
https://ascensionpress.com/api/mcp,ascensionpress.com,storefront-renderer,200,https://ascensionpress.com/api/mcp
